"time (s)","velocity (m/s)"
26.870000,    -17.683116
26.880000,    -17.683116
26.890000,    -17.683116
26.900000,    -17.683116
26.910000,    -17.683116
26.920000,    -17.683116
26.930000,    -17.683116
26.940000,    -17.683116
26.950000,    -17.683116
26.960000,    -17.683116
26.970000,    -17.683116
26.980000,    -17.683116
26.990000,    -17.683116
27.000000,    -17.683116
27.010000,    -17.683116
27.020000,    -17.683116
27.030000,    -17.683116
27.040000,    -17.683116
27.050000,    -17.683116
27.060000,    -17.683116
27.070000,    -17.683116
27.080000,    -17.683116
27.090000,    -17.683116
27.100000,    -17.683116
27.110000,    -17.683116
27.120000,    -17.683116
27.130000,    -17.683116
27.140000,    -17.683116
27.150000,    -17.683116
27.160000,    -17.683116
27.170000,    -17.683116
27.180000,    -17.683116
27.190000,    -17.683116
27.200000,    -17.683116
27.210000,    -17.683116
27.220000,    -17.683116
27.230000,    -17.683116
27.240000,    -17.683116
27.250000,    -17.683116
27.260000,    -17.683116
27.270000,    -17.683116
27.280000,    -17.683116
27.290000,    -17.683116
27.300000,    -17.683116
27.310000,    -17.683116
27.320000,    -17.683116
27.330000,    -17.683116
27.340000,    -17.683116
27.350000,    -17.683116
27.360000,    -17.683116
27.370000,    -17.683116
27.380000,    -17.683116
27.390000,    -17.683116
27.400000,    -17.683116
27.410000,    -17.683116
27.420000,    -17.683116
27.430000,    -17.683116
27.440000,    -17.683116
27.450000,    -17.683116
27.460000,    -17.683116
27.470000,    -17.683116
27.480000,    -17.683116
27.490000,    -17.683116
27.500000,    -17.683116
27.510000,    -17.683116
27.520000,    -17.683116
27.530000,    -17.683116
27.540000,    -17.683116
27.550000,    -17.683116
27.560000,    -17.683116
27.570000,    -17.683116
27.580000,    -17.683116
27.590000,    -17.683116
27.600000,    -17.683116
27.610000,    -17.683116
27.620000,    -17.683116
27.630000,    -17.683116
27.640000,    -17.683116
27.650000,    -17.683116
27.660000,    -17.683116
27.670000,    -17.683116
27.680000,    -17.683116
27.690000,    -17.683116
27.700000,    -17.683116
27.710000,    -17.683116
27.720000,    -17.683116
27.730000,    -17.683116
27.740000,    -17.683116
27.750000,    -17.683116
27.760000,    -17.683116
27.770000,    -17.683116
27.780000,    -17.683116
27.790000,    -17.683116
27.800000,    -17.683116
27.810000,    -17.683116
27.820000,    -17.683116
27.830000,    -17.683116
27.840000,    -17.683116
27.850000,    -17.683116
27.860000,    -17.683116
27.870000,    -17.683116
27.880000,    -17.683116
27.890000,    -17.683116
27.900000,    -17.683116
27.910000,    -17.683116
27.920000,    -17.683116
27.930000,    -17.683116
27.940000,    -17.683116
27.950000,    -17.683116
27.960000,    -17.683116
27.970000,    -17.683116
27.980000,    -17.683116
27.990000,    -17.683116
28.000000,    -17.683116
28.010000,    -17.683116
28.020000,    -17.683116
28.030000,    -17.683116
28.040000,    -17.683116
28.050000,    -17.683116
28.060000,    -17.683116
28.070000,    -17.683116
28.080000,    -17.683116
28.090000,    -17.683116
28.100000,    -17.683116
28.110000,    -17.683116
28.120000,    -17.683116
28.130000,    -17.683116
28.140000,    -17.683116
28.150000,    -17.683116
28.160000,    -17.683116
28.170000,    -17.683116
28.180000,    -17.683116
28.190000,    -17.683116
28.200000,    -17.683116
28.210000,    -17.683116
28.220000,    -17.683116
28.230000,    -17.683116
28.240000,    -17.683116
28.250000,    -17.683116
28.260000,    -17.683116
28.270000,    -17.683116
28.280000,    -17.683116
28.290000,    -17.683116
28.300000,    -17.683116
28.310000,    -17.683116
28.320000,    -17.683116
28.330000,    -17.683116
28.340000,    -17.683116
28.350000,    -17.683116
28.360000,    -17.683116
28.370000,    -17.683116
28.380000,    -17.683116
28.390000,    -17.683116
28.400000,    -17.683116
28.410000,    -17.683116
28.420000,    -17.683116
28.430000,    -17.683116
28.440000,    -17.683116
28.450000,    -17.683116
28.460000,    -17.683116
28.470000,    -17.683116
28.480000,    -17.683116
28.490000,    -17.683116
28.500000,    -17.683116
28.510000,    -17.683116
28.520000,    -17.683116
28.530000,    -17.683116
28.540000,    -17.683116
28.550000,    -17.683116
28.560000,    -17.683116
28.570000,    -17.683116
28.580000,    -17.683116
28.590000,    -17.683116
28.600000,    -17.683116
28.610000,    -17.683116
28.620000,    -17.683116
28.630000,    -17.683116
28.640000,    -17.683116
28.650000,    -17.683116
28.660000,    -17.683116
28.670000,    -17.683116
28.680000,    -17.683116
28.690000,    -17.683116
28.700000,    -17.683116
28.710000,    -17.683116
28.720000,    -17.683116
28.730000,    -17.683116
28.740000,    -17.683116
28.750000,    -17.683116
28.760000,    -17.683116
28.770000,    -17.683116
28.780000,    -17.683116
28.790000,    -17.683116
28.800000,    -17.683116
28.810000,    -17.683116
28.820000,    -17.683116
28.830000,    -17.683116
28.840000,    -17.683116
28.850000,    -17.683116
28.860000,    -17.683116
28.870000,    -17.683116
28.880000,    -17.683116
28.890000,    -17.683116
28.900000,    -17.683116
28.910000,    -17.683116
28.920000,    -17.683116
28.930000,    -17.683116
28.940000,    -17.683116
28.950000,    -17.683116
28.960000,    -17.683116
28.970000,    -17.683116
28.980000,    -17.683116
28.990000,    -17.683116
29.000000,    -17.683116
29.010000,    -17.683116
29.020000,    -17.683116
29.030000,    -17.683116
29.040000,    -17.683116
29.050000,    -17.683116
29.060000,    -17.683116
29.070000,    -17.683116
29.080000,    -17.683116
29.090000,    -17.683116
29.100000,    -17.683116
29.110000,    -17.683116
29.120000,    -17.683116
29.130000,    -17.683116
29.140000,    -17.683116
29.150000,    -17.683116
29.160000,    -17.683116
29.170000,    -17.683116
29.180000,    -17.683116
29.190000,    -17.683116
29.200000,    -17.683116
29.210000,    -17.683116
29.220000,    -17.683116
29.230000,    -17.683116
29.240000,    -17.683116
29.250000,    -17.683116
29.260000,    -17.683116
29.270000,    -17.683116
29.280000,    -17.683116
29.290000,    -17.683116
29.300000,    -17.683116
29.310000,    -17.683116
29.320000,    -17.683116
29.330000,    -17.683116
29.340000,    -17.683116
29.350000,    -17.683116
29.360000,    -17.683116
29.370000,    -17.683116
29.380000,    -17.683116
29.390000,    -17.683116
29.400000,    -17.683116
29.410000,    -17.683116
29.420000,    -17.683116
29.430000,    -17.683116
29.440000,    -17.683116
29.450000,    -17.683116
29.460000,    -17.683116
29.470000,    -17.683116
29.480000,    -17.683116
29.490000,    -17.683116
29.500000,    -17.683116
29.510000,    -17.683116
29.520000,    -17.683116
29.530000,    -17.683116
29.540000,    -17.683116
29.550000,    -17.683116
29.560000,    -17.683116
29.570000,    -17.683116
29.580000,    -17.683116
29.590000,    -17.683116
29.600000,    -17.683116
29.610000,    -17.683116
29.620000,    -17.683116
29.630000,    -17.683116
29.640000,    -17.683116
29.650000,    -17.683116
29.660000,    -17.683116
29.670000,    -17.683116
29.680000,    -17.683116
29.690000,    -17.683116
29.700000,    -17.683116
29.710000,    -17.683116
29.720000,    -17.683116
29.730000,    -17.683116
29.740000,    -17.683116
29.750000,    -17.683116
29.760000,    -17.683116
29.770000,    -17.683116
29.780000,    -17.683116
29.790000,    -17.683116
29.800000,    -17.683116
29.810000,    -17.683116
29.820000,    -17.683116
29.830000,    -17.683116
29.840000,    -17.683116
29.850000,    -17.683116
29.860000,    -17.683116
29.870000,    -17.683116
29.880000,    -17.683116
29.890000,    -17.683116
29.900000,    -17.683116
29.910000,    -17.683116
29.920000,    -17.683116
29.930000,    -17.683116
29.940000,    -17.683116
29.950000,    -17.683116
29.960000,    -17.683116
29.970000,    -17.683116
29.980000,    -17.683116
29.990000,    -17.683116
30.000000,    -17.683116
30.010000,    -17.683116
30.020000,    -17.683116
30.030000,    -17.683116
30.040000,    -17.683116
30.050000,    -17.683116
30.060000,    -17.683116
30.070000,    -17.683116
30.080000,    -17.683116
30.090000,    -17.683116
30.100000,    -17.683116
30.110000,    -17.683116
30.120000,    -17.683116
30.130000,    -17.683116
30.140000,    -17.683116
30.150000,    -17.683116
30.160000,    -17.683116
30.170000,    -17.683116
30.180000,    -17.683116
30.190000,    -17.683116
30.200000,    -17.683116
30.210000,    -17.683116
30.220000,    -17.683116
30.230000,    -17.683116
30.240000,    -17.683116
30.250000,    -17.683116
30.260000,    -17.683116
30.270000,    -17.683116
30.280000,    -17.683116
30.290000,    -17.683116
30.300000,    -17.683116
30.310000,    -17.683116
30.320000,    -17.683116
30.330000,    -17.683116
30.340000,    -17.683116
30.350000,    -17.683116
30.360000,    -17.683116
30.370000,    -17.683116
30.380000,    -17.683116
30.390000,    -17.683116
30.400000,    -17.683116
30.410000,    -17.683116
30.420000,    -17.683116
30.430000,    -17.683116
30.440000,    -17.683116
30.450000,    -17.683116
30.460000,    -17.683116
30.470000,    -17.683116
30.480000,    -17.683116
30.490000,    -17.683116
30.500000,    -17.683116
30.510000,    -17.683116
30.520000,    -17.683116
30.530000,    -17.683116
30.540000,    -17.683116
30.550000,    -17.683116
30.560000,    -17.683116
30.570000,    -17.683116
30.580000,    -17.683116
30.590000,    -17.683116
30.600000,    -17.683116
30.610000,    -17.683116
30.620000,    -17.683116
30.630000,    -17.683116
30.640000,    -17.683116
30.650000,    -17.683116
30.660000,    -17.683116
30.670000,    -17.683116
30.680000,    -17.683116
30.690000,    -17.683116
30.700000,    -17.683116
30.710000,    -17.683116
30.720000,    -17.683116
30.730000,    -17.683116
30.740000,    -17.683116
30.750000,    -17.683116
30.760000,    -17.683116
30.770000,    -17.683116
30.780000,    -17.683116
30.790000,    -17.683116
30.800000,    -17.683116
30.810000,    -17.683116
30.820000,    -17.683116
30.830000,    -17.683116
30.840000,    -17.683116
30.850000,    -17.683116
30.860000,    -17.683116
30.870000,    -17.683116
30.880000,    -17.683116
30.890000,    -17.683116
30.900000,    -17.683116
30.910000,    -17.683116
30.920000,    -17.683116
30.930000,    -17.683116
30.940000,    -17.683116
30.950000,    -17.683116
30.960000,    -17.683116
30.970000,    -17.683116
30.980000,    -17.683116
30.990000,    -17.683116
31.000000,    -17.683116
31.010000,    -17.683116
31.020000,    -17.683116
31.030000,    -17.683116
31.040000,    -17.683116
31.050000,    -17.683116
31.060000,    -17.683116
31.070000,    -17.683116
31.080000,    -17.683116
31.090000,    -17.683116
31.100000,    -17.683116
31.110000,    -17.683116
31.120000,    -17.683116
31.130000,    -17.683116
31.140000,    -17.683116
31.150000,    -17.683116
31.160000,    -17.683116
31.170000,    -17.683116
31.180000,    -17.683116
31.190000,    -17.683116
31.200000,    -17.683116
31.210000,    -17.683116
31.220000,    -17.683116
31.230000,    -17.683116
31.240000,    -17.683116
31.250000,    -17.683116
31.260000,    -17.683116
31.270000,    -17.683116
31.280000,    -17.683116
31.290000,    -17.683116
31.300000,    -17.683116
31.310000,    -17.683116
31.320000,    -17.683116
31.330000,    -17.683116
31.340000,    -17.683116
31.350000,    -17.683116
31.360000,    -17.683116
31.370000,    -17.683116
31.380000,    -17.683116
31.390000,    -17.683116
31.400000,    -17.683116
31.410000,    -17.683116
31.420000,    -17.683116
31.430000,    -17.683116
31.440000,    -17.683116
31.450000,    -17.683116
31.460000,    -17.683116
31.470000,    -17.683116
31.480000,    -17.683116
31.490000,    -17.683116
31.500000,    -17.683116
31.510000,    -17.683116
31.520000,    -17.683116
31.530000,    -17.683116
31.540000,    -17.683116
31.550000,    -17.683116
31.560000,    -17.683116
31.570000,    -17.683116
31.580000,    -17.683116
31.590000,    -17.683116
31.600000,    -17.683116
31.610000,    -17.683116
31.620000,    -17.683116
31.630000,    -17.683116
31.640000,    -17.683116
31.650000,    -17.683116
31.660000,    -17.683116
31.670000,    -17.683116
31.680000,    -17.683116
31.690000,    -17.683116
31.700000,    -17.683116
31.710000,    -17.683116
31.720000,    -17.683116
31.730000,    -17.683116
31.740000,    -17.683116
31.750000,    -17.683116
31.760000,    -17.683116
31.770000,    -17.683116
31.780000,    -17.683116
31.790000,    -17.683116
31.800000,    -17.683116
31.810000,    -17.683116
31.820000,    -17.683116
31.830000,    -17.683116
31.840000,    -17.683116
31.850000,    -17.683116
31.860000,    -17.683116
31.870000,    -17.683116
31.880000,    -17.683116
31.890000,    -17.683116
31.900000,    -17.683116
31.910000,    -17.683116
31.920000,    -17.683116
31.930000,    -17.683116
31.940000,    -17.683116
31.950000,    -17.683116
31.960000,    -17.683116
31.970000,    -17.683116
31.980000,    -17.683116
31.990000,    -17.683116
32.000000,    -17.683116
32.010000,    -17.683116
32.020000,    -17.683116
32.030000,    -17.683116
32.040000,    -17.683116
32.050000,    -17.683116
32.060000,    -17.683116
32.070000,    -17.683116
32.080000,    -17.683116
32.090000,    -17.683116
32.100000,    -17.683116
32.110000,    -17.683116
32.120000,    -17.683116
32.130000,    -17.683116
32.140000,    -17.683116
32.150000,    -17.683116
32.160000,    -17.683116
32.170000,    -17.683116
32.180000,    -17.683116
32.190000,    -17.683116
32.200000,    -17.683116
32.210000,    -17.683116
32.220000,    -17.683116
32.230000,    -17.683116
32.240000,    -17.683116
32.250000,    -17.683116
32.260000,    -17.683116
32.270000,    -17.683116
32.280000,    -17.683116
32.290000,    -17.683116
32.300000,    -17.683116
32.310000,    -17.683116
32.320000,    -17.683116
32.330000,    -17.683116
32.340000,    -17.683116
32.350000,    -17.683116
32.360000,    -17.683116
32.370000,    -17.683116
32.380000,    -17.683116
32.390000,    -17.683116
32.400000,    -17.683116
32.410000,    -17.683116
32.420000,    -17.683116
32.430000,    -17.683116
32.440000,    -17.683116
32.450000,    -17.683116
32.460000,    -17.683116
32.470000,    -17.683116
32.480000,    -17.683116
32.490000,    -17.683116
32.500000,    -17.683116
32.510000,    -17.683116
32.520000,    -17.683116
32.530000,    -17.683116
32.540000,    -17.683116
32.550000,    -17.683116
32.560000,    -17.683116
32.570000,    -17.683116
32.580000,    -17.683116
32.590000,    -17.683116
32.600000,    -17.683116
32.610000,    -17.683116
32.620000,    -17.683116
32.630000,    -17.683116
32.640000,    -17.683116
32.650000,    -17.683116
32.660000,    -17.683116
32.670000,    -17.683116
32.680000,    -17.683116
32.690000,    -17.683116
32.700000,    -17.683116
32.710000,    -17.683116
32.720000,    -17.683116
32.730000,    -17.683116
32.740000,    -17.683116
32.750000,    -17.683116
32.760000,    -17.683116
32.770000,    -17.683116
32.780000,    -17.683116
32.790000,    -17.683116
32.800000,    -17.683116
32.810000,    -17.683116
32.820000,    -17.683116
32.830000,    -17.683116
32.840000,    -17.683116
32.850000,    -17.683116
32.860000,    -17.683116
32.870000,    -17.683116
32.880000,    -17.683116
32.890000,    -17.683116
32.900000,    -17.683116
32.910000,    -17.683116
32.920000,    -17.683116
32.930000,    -17.683116
32.940000,    -17.683116
32.950000,    -17.683116
32.960000,    -17.683116
32.970000,    -17.683116
32.980000,    -17.683116
32.990000,    -17.683116
33.000000,    -17.683116
33.010000,    -17.683116
33.020000,    -17.683116
33.030000,    -17.683116
33.040000,    -17.683116
33.050000,    -17.683116
33.060000,    -17.683116
33.070000,    -17.683116
33.080000,    -17.683116
33.090000,    -17.683116
33.100000,    -17.683116
33.110000,    -17.683116
33.120000,    -17.683116
33.130000,    -17.683116
33.140000,    -17.683116
33.150000,    -17.683116
33.160000,    -17.683116
33.170000,    -17.683116
33.180000,    -17.683116
33.190000,    -17.683116
33.200000,    -17.683116
33.210000,    -17.683116
33.220000,    -17.683116
33.230000,    -17.683116
33.240000,    -17.683116
33.250000,    -17.683116
33.260000,    -17.683116
33.270000,    -17.683116
33.280000,    -17.683116
33.290000,    -17.683116
33.300000,    -17.683116
33.310000,    -17.683116
33.320000,    -17.683116
33.330000,    -17.683116
33.340000,    -17.683116
33.350000,    -17.683116
33.360000,    -17.683116
33.370000,    -17.683116
33.380000,    -17.683116
33.390000,    -17.683116
33.400000,    -17.683116
33.410000,    -17.683116
33.420000,    -17.683116
33.430000,    -17.683116
33.440000,    -17.683116
33.450000,    -17.683116
33.460000,    -17.683116
33.470000,    -17.683116
33.480000,    -17.683116
33.490000,    -17.683116
33.500000,    -17.683116
33.510000,    -17.683116
33.520000,    -17.683116
33.530000,    -17.683116
33.540000,    -17.683116
33.550000,    -17.683116
33.560000,    -17.683116
33.570000,    -17.683116
33.580000,    -17.683116
33.590000,    -17.683116
33.600000,    -17.683116
33.610000,    -17.683116
33.620000,    -17.683116
33.630000,    -17.683116
33.640000,    -17.683116
33.650000,    -17.683116
33.660000,    -17.683116
33.670000,    -17.683116
33.680000,    -17.683116
33.690000,    -17.683116
33.700000,    -17.683116
33.710000,    -17.683116
33.720000,    -17.683116
33.730000,    -17.683116
33.740000,    -17.683116
33.750000,    -17.683116
33.760000,    -17.683116
33.770000,    -17.683116
33.780000,    -17.683116
33.790000,    -17.683116
33.800000,    -17.683116
33.810000,    -17.683116
33.820000,    -17.683116
33.830000,    -17.683116
33.840000,    -17.683116
33.850000,    -17.683116
33.860000,    -17.683116
33.870000,    -17.683116
33.880000,    -17.683116
33.890000,    -17.683116
33.900000,    -17.683116
33.910000,    -17.683116
33.920000,    -17.683116
33.930000,    -17.683116
33.940000,    -17.683116
33.950000,    -17.683116
33.960000,    -17.683116
33.970000,    -17.683116
33.980000,    -17.683116
33.990000,    -17.683116
34.000000,    -17.683116
34.010000,    -17.683116
34.020000,    -17.683116
34.030000,    -17.683116
34.040000,    -17.683116
34.050000,    -17.683116
34.060000,    -17.683116
34.070000,    -17.683116
34.080000,    -17.683116
34.090000,    -17.683116
34.100000,    -17.683116
34.110000,    -17.683116
34.120000,    -17.683116
34.130000,    -17.683116
34.140000,    -17.683116
34.150000,    -17.683116
34.160000,    -17.683116
34.170000,    -17.683116
34.180000,    -17.683116
34.190000,    -17.683116
34.200000,    -17.683116
34.210000,    -17.683116
34.220000,    -17.683116
34.230000,    -17.683116
34.240000,    -17.683116
34.250000,    -17.683116
34.260000,    -17.683116
34.270000,    -17.683116
34.280000,    -17.683116
34.290000,    -17.683116
34.300000,    -17.683116
34.310000,    -17.683116
34.320000,    -17.683116
34.330000,    -17.683116
34.340000,    -17.683116
34.350000,    -17.683116
34.360000,    -17.683116
34.370000,    -17.683116
34.380000,    -17.683116
34.390000,    -17.683116
34.400000,    -17.683116
34.410000,    -17.683116
34.420000,    -17.683116
34.430000,    -17.683116
34.440000,    -17.683116
34.450000,    -17.683116
34.460000,    -17.683116
34.470000,    -17.683116
34.480000,    -17.683116
34.490000,    -17.683116
34.500000,    -17.683116
34.510000,    -17.683116
34.520000,    -17.683116
34.530000,    -17.683116
34.540000,    -17.683116
34.550000,    -17.683116
34.560000,    -17.683116
34.570000,    -17.683116
34.580000,    -17.683116
34.590000,    -17.683116
34.600000,    -17.683116
34.610000,    -17.683116
34.620000,    -17.683116
34.630000,    -17.683116
34.640000,    -17.683116
34.650000,    -17.683116
34.660000,    -17.683116
34.670000,    -17.683116
34.680000,    -17.683116
34.690000,    -17.683116
34.700000,    -17.683116
34.710000,    -17.683116
34.720000,    -17.683116
34.730000,    -17.683116
34.740000,    -17.683116
34.750000,    -17.683116
34.760000,    -17.683116
34.770000,    -17.683116
34.780000,    -17.683116
34.790000,    -17.683116
34.800000,    -17.683116
34.810000,    -17.683116
34.820000,    -17.683116
34.830000,    -17.683116
34.840000,    -17.683116
34.850000,    -17.683116
34.860000,    -17.683116
34.870000,    -17.683116
34.880000,    -17.683116
34.890000,    -17.683116
34.900000,    -17.683116
34.910000,    -17.683116
34.920000,    -17.683116
34.930000,    -17.683116
34.940000,    -17.683116
34.950000,    -17.683116
34.960000,    -17.683116
34.970000,    -17.683116
34.980000,    -17.683116
34.990000,    -17.683116
35.000000,    -17.683116
35.010000,    -17.683116
35.020000,    -17.683116
35.030000,    -17.683116
35.040000,    -17.683116
35.050000,    -17.683116
35.060000,    -17.683116
35.070000,    -17.683116
35.080000,    -17.683116
35.090000,    -17.683116
35.100000,    -17.683116
35.110000,    -17.683116
35.120000,    -17.683116
35.130000,    -17.683116
35.140000,    -17.683116
35.150000,    -17.683116
35.160000,    -17.683116
35.170000,    -17.683116
35.180000,    -17.683116
35.190000,    -17.683116
35.200000,    -17.683116
35.210000,    -17.683116
35.220000,    -17.683116
35.230000,    -17.683116
35.240000,    -17.683116
35.250000,    -17.683116
35.260000,    -17.683116
35.270000,    -17.683116
35.280000,    -17.683116
35.290000,    -17.683116
35.300000,    -17.683116
35.310000,    -17.683116
35.320000,    -17.683116
35.330000,    -17.683116
35.340000,    -17.683116
35.350000,    -17.683116
35.360000,    -17.683116
35.370000,    -17.683116
35.380000,    -17.683116
35.390000,    -17.683116
35.400000,    -17.683116
35.410000,    -17.683116
35.420000,    -17.683116
35.430000,    -17.683116
35.440000,    -17.683116
35.450000,    -17.683116
35.460000,    -17.683116
35.470000,    -17.683116
35.480000,    -17.683116
35.490000,    -17.683116
35.500000,    -17.683116
35.510000,    -17.683116
35.520000,    -17.683116
35.530000,    -17.683116
35.540000,    -17.683116
35.550000,    -17.683116
35.560000,    -17.683116
35.570000,    -17.683116
35.580000,    -17.683116
35.590000,    -17.683116
35.600000,    -17.683116
35.610000,    -17.683116
35.620000,    -17.683116
35.630000,    -17.683116
35.640000,    -17.683116
35.650000,    -17.683116
35.660000,    -17.683116
35.670000,    -17.683116
35.680000,    -17.683116
35.690000,    -17.683116
35.700000,    -17.683116
35.710000,    -17.683116
35.720000,    -17.683116
35.730000,    -17.683116
35.740000,    -17.683116
35.750000,    -17.683116
35.760000,    -17.683116
35.770000,    -17.683116
35.780000,    -17.683116
35.790000,    -17.683116
35.800000,    -17.683116
35.810000,    -17.683116
35.820000,    -17.683116
35.830000,    -17.683116
35.840000,    -17.683116
35.850000,    -17.683116
35.860000,    -17.683116
35.870000,    -17.683116
35.880000,    -17.683116
35.890000,    -17.683116
35.900000,    -17.683116
35.910000,    -17.683116
35.920000,    -17.683116
35.930000,    -17.683116
35.940000,    -17.683116
35.950000,    -17.683116
35.960000,    -17.683116
35.970000,    -17.683116
35.980000,    -17.683116
35.990000,    -17.683116
36.000000,    -17.683116
36.010000,    -17.683116
36.020000,    -17.683116
36.030000,    -17.683116
36.040000,    -17.683116
36.050000,    -17.683116
36.060000,    -17.683116
36.070000,    -17.683116
36.080000,    -17.683116
36.090000,    -17.683116
36.100000,    -17.683116
36.110000,    -17.683116
36.120000,    -17.683116
36.130000,    -17.683116
36.140000,    -17.683116
36.150000,    -17.683116
36.160000,    -17.683116
36.170000,    -17.683116
36.180000,    -17.683116
36.190000,    -17.683116
36.200000,    -17.683116
36.210000,    -17.683116
36.220000,    -17.683116
36.230000,    -17.683116
36.240000,    -17.683116
36.250000,    -17.683116
36.260000,    -17.683116
36.270000,    -17.683116
36.280000,    -17.683116
36.290000,    -17.683116
36.300000,    -17.683116
36.310000,    -17.683116
36.320000,    -17.683116
36.330000,    -17.683116
36.340000,    -17.683116
36.350000,    -17.683116
36.360000,    -17.683116
36.370000,    -17.683116
36.380000,    -17.683116
36.390000,    -17.683116
36.400000,    -17.683116
36.410000,    -17.683116
36.420000,    -17.683116
36.430000,    -17.683116
36.440000,    -17.683116
36.450000,    -17.683116
36.460000,    -17.683116
36.470000,    -17.683116
36.480000,    -17.683116
36.490000,    -17.683116
36.500000,    -17.683116
36.510000,    -17.683116
36.520000,    -17.683116
36.530000,    -17.683116
36.540000,    -17.683116
36.550000,    -17.683116
36.560000,    -17.683116
36.570000,    -17.683116
36.580000,    -17.683116
36.590000,    -17.683116
36.600000,    -17.683116
36.610000,    -17.683116
36.620000,    -17.683116
36.630000,    -17.683116
36.640000,    -17.683116
36.650000,    -17.683116
36.660000,    -17.683116
36.670000,    -17.683116
36.680000,    -17.683116
36.690000,    -17.683116
36.700000,    -17.683116
36.710000,    -17.683116
36.720000,    -17.683116
36.730000,    -17.683116
36.740000,    -17.683116
36.750000,    -17.683116
36.760000,    -17.683116
36.770000,    -17.683116
36.780000,    -17.683116
36.790000,    -17.683116
36.800000,    -17.683116
36.810000,    -17.683116
36.820000,    -17.683116
36.830000,    -17.683116
36.840000,    -17.683116
36.850000,    -17.683116
36.860000,    -17.683116
36.870000,    -17.683116
36.880000,    -17.683116
36.890000,    -17.683116
36.900000,    -17.683116
36.910000,    -17.683116
36.920000,    -17.683116
36.930000,    -17.683116
36.940000,    -17.683116
36.950000,    -17.683116
36.960000,    -17.683116
36.970000,    -17.683116
36.980000,    -17.683116
36.990000,    -17.683116
37.000000,    -17.683116
37.010000,    -17.683116
37.020000,    -17.683116
37.030000,    -17.683116
37.040000,    -17.683116
37.050000,    -17.683116
37.060000,    -17.683116
37.070000,    -17.683116
37.080000,    -17.683116
37.090000,    -17.683116
37.100000,    -17.683116
37.110000,    -17.683116
37.120000,    -17.683116
37.130000,    -17.683116
37.140000,    -17.683116
37.150000,    -17.683116
37.160000,    -17.683116
37.170000,    -17.683116
37.180000,    -17.683116
37.190000,    -17.683116
37.200000,    -17.683116
37.210000,    -17.683116
37.220000,    -17.683116
37.230000,    -17.683116
37.240000,    -17.683116
37.250000,    -17.683116
37.260000,    -17.683116
37.270000,    -17.683116
37.280000,    -17.683116
37.290000,    -17.683116
37.300000,    -17.683116
37.310000,    -17.683116
37.320000,    -17.683116
37.330000,    -17.683116
37.340000,    -17.683116
37.350000,    -17.683116
37.360000,    -17.683116
37.370000,    -17.683116
37.380000,    -17.683116
37.390000,    -17.683116
37.400000,    -17.683116
37.410000,    -17.683116
37.420000,    -17.683116
37.430000,    -17.683116
37.440000,    -17.683116
37.450000,    -17.683116
37.460000,    -17.683116
37.470000,    -17.683116
37.480000,    -17.683116
37.490000,    -17.683116
37.500000,    -17.683116
37.510000,    -17.683116
37.520000,    -17.683116
37.530000,    -17.683116
37.540000,    -17.683116
37.550000,    -17.683116
37.560000,    -17.683116
37.570000,    -17.683116
37.580000,    -17.683116
37.590000,    -17.683116
37.600000,    -17.683116
37.610000,    -17.683116
37.620000,    -17.683116
37.630000,    -17.683116
37.640000,    -17.683116
37.650000,    -17.683116
37.660000,    -17.683116
37.670000,    -17.683116
37.680000,    -17.683116
37.690000,    -17.683116
37.700000,    -17.683116
37.710000,    -17.683116
37.720000,    -17.683116
37.730000,    -17.683116
37.740000,    -17.683116
37.750000,    -17.683116
37.760000,    -17.683116
37.770000,    -17.683116
37.780000,    -17.683116
37.790000,    -17.683116
37.800000,    -17.683116
37.810000,    -17.683116
37.820000,    -17.683116
37.830000,    -17.683116
37.840000,    -17.683116
37.850000,    -17.683116
37.860000,    -17.683116
37.870000,    -17.683116
37.880000,    -17.683116
37.890000,    -17.683116
37.900000,    -17.683116
37.910000,    -17.683116
37.920000,    -17.683116
37.930000,    -17.683116
37.940000,    -17.683116
37.950000,    -17.683116
37.960000,    -17.683116
37.970000,    -17.683116
37.980000,    -17.683116
37.990000,    -17.683116
38.000000,    -17.683116
38.010000,    -17.683116
38.020000,    -17.683116
38.030000,    -17.683116
38.040000,    -17.683116
38.050000,    -17.683116
38.060000,    -17.683116
38.070000,    -17.683116
38.080000,    -17.683116
38.090000,    -17.683116
38.100000,    -17.683116
38.110000,    -17.683116
38.120000,    -17.683116
38.130000,    -17.683116
38.140000,    -17.683116
38.150000,    -17.683116
38.160000,    -17.683116
38.170000,    -17.683116
38.180000,    -17.683116
38.190000,    -17.683116
38.200000,    -17.683116
38.210000,    -17.683116
38.220000,    -17.683116
38.230000,    -17.683116
38.240000,    -17.683116
38.250000,    -17.683116
38.260000,    -17.683116
38.270000,    -17.683116
38.280000,    -17.683116
38.290000,    -17.683116
38.300000,    -17.683116
38.310000,    -17.683116
38.320000,    -17.683116
38.330000,    -17.683116
38.340000,    -17.683116
38.350000,    -17.683116
38.360000,    -17.683116
38.370000,    -17.683116
38.380000,    -17.683116
38.390000,    -17.683116
38.400000,    -17.683116
38.410000,    -17.683116
38.420000,    -17.683116
38.430000,    -17.683116
38.440000,    -17.683116
38.450000,    -17.683116
38.460000,    -17.683116
38.470000,    -17.683116
38.480000,    -17.683116
38.490000,    -17.683116
38.500000,    -17.683116
38.510000,    -17.683116
